"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(100,500,1);{B}:(10,100,1);{C}:(1,10,1);{D}:(1.0,5.0,0.1);{E}:(0.1,0.9,0.1)","","2;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(100,500,1);{B}:(10.0,100.0,0.1);{C}:(1,5,1);{D}:(1.0,9.9,0.1);{E}:(1.0,4.0,0.1)","","2;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(100,500,1);{B}:(1000,2000,1);{C}:(0.001,1.999,0.001);{D}:(0.1,0.9,0.1);{E}:(0.01,0.99,0.01)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(100.0,500.0,0.1);{B}:(1000,2000,1);{C}:(0.001,1.999,0.001);{D}:(0.1,0.9,0.1);{E}:(0.01,0.99,0.01)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(2,100,1);{B}:(1000,2000,1);{C}:(1,2,1);{D}:(1.0,4.0,0.1);{E}:(0.500,5.000,0.001)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(2.00,100.00,0.01);{B}:(1000,2000,1);{C}:(1,2,1);{D}:(1.0,4.0,0.1);{E}:(0.500,5.000,0.001)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(100,500,1);{B}:(0.1,0.9,0.1);{C}:(1,2,1);{D}:(1.0,4.0,0.1);{E}:(0.500,5.000,0.001)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(100.00,500.00,0.01);{B}:(0.1,0.9,0.1);{C}:(1,10,1);{D}:(0.1,4.0,0.1);{E}:(1.0,5.0,0.1)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(100,500,1);{B}:(0.01,0.99,0.01);{C}:(1,10,1);{D}:(1.0,4.0,0.1);{E}:(2.00,10.00,0.01)","","2;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(100.0,500.0,0.1);{B}:(0.01,0.99,0.01);{C}:(1,10,1);{D}:(2.0,4.0,0.1);{E}:(2.00,10.00,0.01)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(1.0,9.9,0.1);{B}:(1.01,9.09,0.01);{C}:(0.1,0.9,0.1);{D}:(1,3,1);{E}:(0.01,0.99,0.01)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(1.0,9.9,0.1);{B}:(0.01,0.99,0.01);{C}:(0.1,0.9,0.1);{D}:(1,3,1);{E}:(0.01,0.99,0.01)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(0.01,0.99,0.01);{B}:(0.0001,1.0000,0.0001);{C}:(0.1,0.9,0.1);{D}:(0.001,0.999,0.001);{E}:(0.01,0.99,0.01)","","4;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(100,500,1);{B}:(10,100,1);{C}:(10,20,1);{D}:(100,400,20);{E}:(50,100,1)","","0;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(100,500,1);{B}:(10.0,100.0,0.1);{C}:(10,20,1);{D}:(100,400,20);{E}:(50.0,100.0,0.1)","","1;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(100,500,1);{B}:(1000,2000,1);{C}:(10,20,1);{D}:(100,400,20);{E}:(50,100,1)","","0;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(100.0,500.0,0.1);{B}:(1000,2000,1);{C}:(10,20,1);{D}:(100.0,400.0,0.1);{E}:(50,100,1)","","1;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(2,100,1);{B}:(1000,2000,1);{C}:(10,20,1);{D}:(100,400,20);{E}:(50,100,1)","","0;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(2.00,100.00,0.01);{B}:(1000,2000,1);{C}:(10,20,1);{D}:(100,400,20);{E}:(50.00,100.00,0.01)","","2;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(100,500,1);{B}:(0.1,0.9,0.1);{C}:(2,20,1);{D}:(20.0,40.0,0.1);{E}:(30,50,1)","","1;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(100.00,500.00,0.01);{B}:(0.1,0.9,0.1);{C}:(2,20,1);{D}:(20.0,40.0,0.1);{E}:(30.0,50.0,0.1)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(100,500,1);{B}:(0.01,0.99,0.01);{C}:(2,10,1);{D}:(20.0,40.0,0.1);{E}:(2.00,10.00,0.01)","","2;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(100.0,500.0,0.1);{B}:(0.01,0.99,0.01);{C}:(2,10,1);{D}:(20.0,40.0,0.1);{E}:(2.00,10.00,0.01)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(1.0,9.9,0.1);{B}:(1.01,9.09,0.01);{C}:(0.1,0.9,0.1);{D}:(1,3,1);{E}:(0.01,0.99,0.01)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(1.0,9.9,0.1);{B}:(0.01,0.99,0.01);{C}:(0.1,0.9,0.1);{D}:(1,3,1);{E}:(0.01,0.99,0.01)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(0.01,0.99,0.01);{B}:(0.0001,1.0000,0.0001);{C}:(0.1,0.9,0.1);{D}:(0.001,0.999,0.001);{E}:(0.01,0.99,0.01)","","4;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A}
— x {C}
{B}","4:({A}/{B})*{C}","{A}:(1,9,1);{B}:(2,9,1);{C}:(3,30,1);{D}:(0.5,2.9,0.1);{E}:(2.0,5.0,0.1);{F}:(1,10,1)","","1;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{D}!={E}:{E}!={F}"
"{A}
— x {C}
{B}","4:({A}/{B})*{C}","{A}:(1,30,1);{B}:(2,9,1);{C}:(3,30,1);{D}:(0.5,2.9,0.1);{E}:(2.0,5.0,0.1);{F}:(1,10,1)","","1;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{D}!={E}:{E}!={F}"
"{A}
— x {C}
{B}","4:({A}/{B})*{C}","{A}:(1,9,1);{B}:(2,30,1);{C}:(3,30,1);{D}:(0.5,2.9,0.1);{E}:(2.0,5.0,0.1);{F}:(1,10,1)","","1;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{D}!={E}:{E}!={F}"
